"sampling_location","duplicate_sample","sample_date","sample_time","weather_condition_dry_or_wet","top_sample_temperature_c","bottom_sample_temperature_c","site_actual_depth_ft","top_sample_depth_ft","bottom_sample_depth_ft","top_salinity_psu","bottom_salinity_psu","top_conductivity_s_m","bottom_conductivity_s_m","ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l","ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l","percentage_o2_saturation_top_sample","percentage_o2_saturation_bottom_sample","light_trans_transparency_top_sample","light_trans_transparency_bottom_sample","top_sigma_t_kg_m3","bottom_sigma_t_kg_m3","top_fluorometer_mg_m3","bottom_fluorometer_mg_m3","ctd_conductivity_temperature_depth_profiler_ph_top_sample","ctd_conductivity_temperature_depth_profiler_ph_bottom_sample","top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s","top_sample_par_ue_s_m2","bottom_sample_par_ue_s_ue_s_m2","oxidation_reduction_potential_mv_top_sample","oxidation_reduction_potential_mv_bottom_sample","current_speed_knot","current_direction_current_direction","wind_speed_mph","wind_direction_wind_direction","sea_state","winkler_method_top_dissolved_oxygen_mg_l","winkler_method_bottom_dissolved_oxygen_mg_l","secchi_depth_ft","top_ph","bottom_ph","top_total_coliform_cells_100_ml","top_bottom_coliform_cells_100_ml","fecal_coliform_top_sample_less_than_or_greater_than_result","fecal_coliform_bottom_sample_less_than_or_greater_than_result","top_fecal_coliform_bacteria_cells_100ml","bottom_fecal_coliform_bacteria_cells_100ml","enterococcus_top_sample_less_than_or_greater_than_result","enterococcus_bottom_sample_less_than_or_greater_than_result","top_enterococci_bacteria_cells_100ml","bottom_enterococci_bacteria_cells_100ml","top_nitrate_nitrite_mg_l","bottom_nitrate_nitrite_mg_l","top_ammonium_mg_l","bottom_ammonium_mg_l","top_ortho_phosphorus_mg_l","bottom_ortho_phosphorus_mg_l","top_total_kjeldhal_nitrogen_mg_l","bottom_total_kjeldhal_nitrogen_mg_l","top_silica_mg_l","bottom_silica_mg_l","total_phosphorus_mg_l","bottom_total_phosphorus_mg_l","top_total_suspended_solid_mg_l","bottom_total_suspended_solid_mg_l","top_active_chlorophyll_a_g_l","bottom_active_chlorophyll_a_g_l","chlorophyll_top_sample_field_u_l_ysi","chlorophyll_bottom_sample_field_u_l_ysi","top_total_organic_carbon_mg_l","top_dissolved_organic_carbon_mg_l","bottom_dissolved_organic_carbon_mg_l","top_dissolved_organic_carbon_ysi_mg_l","bottom_dissolved_organic_carbon_ysi_mg_l","top_sample_depth_ysi_ft","bottom_depth_ysi_ft","top_sample_salinity_ysi_psu","bottom_sample_salinity_ysi_psu","top_sample_temperature_ysi_c","bottom_sample_temperature_ysi_c","top_bacteria_per_c_c_1909","bottom_bacteria_per_c_c_1909","top_beam_attenuation_coefficient","bottom_beam_attenuation_coefficient","top_five_day_biochemical_oxygen_demand_mg_l","bottom_five_day_biochemical_oxygen_demand_mg_l","top_pcb_plate_count_thous_ml","bottom_pcb_plate_count_thous_ml","top_coliform_log_no_ml","bottom_coliform_log_no_ml","oakwood_bod_top_sample_mg_l","oakwood_bod_bottom_sample_mg_l","oakwood_total_suspended_solid_top_sample_mg_l","oakwood_total_suspended_solid_bottom_sample_mg_l","top_turbidity_nephelometric_turbidity_units","bottom_turbidity_ysi_nephelometric_turbidity_units","sampling_comment","long","lat","type"
"J12",,"2006-10-24T00:00:00.000","1:29 PM","D","13.7","13.5","36","4","34","25.09","25.61","3.09","3.13","8.96","8.1","101","91.2",,,"18.6","19.04",,,,,,,,"5.23E+01","5.77E+01","0.7","S","19","NW","1","9.42","8.7","5","7.96","7.93",,,,,"31",,,,"2",,"0.646",,"0.953",,,,"2.45",,"1.98",,"0.246",,"5.25","5.25","35.45",,,,,"3.08",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63283","-73.8055","Permanent"
"J12",,"2007-06-12T00:00:00.000","1:50 PM","W","22.35","21.31","34","4","30","24.87","25.39","3.7","3.69","7.68","1.53","102.4","20.1",,,"16.44","17.12","50.42","6.72",,,"2202.2","120","0",,,"0.4","N","8","NE","1","7.75","3.31","4","7.92","7.54",,,,,"7",,,,"2",,"0.278",,"0.42",,"0.178",,"1.54",,"1.23",,"0.305",,"7.8","6","52.7",,,,,"3.6",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63267","-73.8055","Permanent"
"J12",,"2007-06-19T00:00:00.000","1:39 PM","D","22.88","20.9","36","4","41","25.46","26.11","3.82","3.76","9.1","1.57","123","20.5",,,"16.75","17.77","59.47","4.14",,,"1981","124","0",,,"0.7","NE","14","S","1","9.43","3.44","3","8.01","7.46",,,,,"26",,,,"1",,"0.32",,"0.363",,"0.141",,"1.38",,"1.23",,"0.288",,"8.8","14.5","57",,,,,"3.8",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.633","-73.80533","Permanent"
"J12",,"2007-06-26T00:00:00.000","1:23 PM","D","24.06","21.61","35","6","32","25","26.07","3.85","3.81","9.76","1.54","134.3","20.3",,,"16.08","17.55","40.43","4.63",,,"1921","77","0",,,"0.4","NE","10","SSW","1","7.29","3.17","3","7.89","7.54",,,,,"11",,,,"1",,"0.288",,"0.562",,"0.211",,"2.22",,"1.33",,"0.324",,"7","9.7","25.6",,,,,"4.3",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.632833","-73.805","Permanent"
"J12",,"2007-06-05T00:00:00.000","1:31 PM","W","21.61","20.53","40","3","35","24.25","25.58","3.57","3.66","5.34","3.22","70","41.6",,,"16.17","17.46","31.76","15.84",,,,,,,,"0.2","WNW","16","W","1","4.84","4.46","3.5","8.15","8",,,,,"730",,,,"9",,"0.243",,"0.52",,"0.172",,"2.35",,"1.6",,"0.268",,"8.8","14.7","23.2",,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.633","-73.80583","Permanent"
"J12",,"2007-07-10T00:00:00.000","1:47 PM","D","25.31","22.14","36","4","34","25.23","25.96","3.98","3.83","10.06","0.11","141.7","1.5",,,"15.89","17.33","73.87","3.32",,,"1991","85","0",,,"0.5","NE","11","S","1","7.31","3.41","3","8.05","7.58",,,,,"6",,,,"1",,"0.215",,"0.306",,"0.185",,"2.18",,"1.55",,"0.345",,"7","10.2","89.2",,,,,"4.2",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63317","-73.806","Permanent"
"J12",,"2007-07-25T00:00:00.000","1:35 PM","W","25.09","23.55","39","5","37","24.86","26.84","3.91","4.07","10.12","0.27","141.6","3.7",,,"15.67","17.61","63.7","2.67",,,"1882","76","0","1.04E+02","1.15E+02","0.7","NE","7","S","1","9.27","1.76","3","7.95","7.3",,,,,"19",,,,"1",,"0.186",,"0.418",,"0.149",,"1.94",,"0.922",,"0.328",,"12.4","8.9","72.6",,,,,"4.3",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63317","-73.80567","Permanent"
"J12",,"2007-07-31T00:00:00.000","1:21 PM","D","26.52","24.08","38","4","30","25","26.16","4.05","4.02","5.09","0.04","73.1","0.6",,,"15.35","16.94",,,,,"1968","150","0","7.16E+01","-1.61E+02","0.7","N","13","NE","1","5.18","1.4","4.5","7.71","7.36",,,,,"144",,,,"1",,"0.194",,"0.788",,"0.222",,"1.83",,"1.09",,"0.317",,"7.4","10.3","6.1",,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.632","-73.80433","Permanent"
"J12",,"2006-08-01T00:00:00.000","1:45 PM","D","27.36","26.07","41","5","38","24.55","25.59","4.04","4.1","9.1","0.14","132.2","2",,,"14.76","15.93",,,,,,,,"2.50E+01","-1.97E+02","0.8","E","14","W","1","4.83","0.15","3.5","8.45","8.04",,,,,"13",,,,"1",,"0.233",,"0.476",,"0.189",,"2.09",,"0.75",,"0.348",,"5.75","3.25","37.11",,,,,"4.08",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63333","-73.8055","Permanent"
"J12",,"2006-08-22T00:00:00.000","2:25 PM","D","25.56","25.01","31","5","29","26.11","26.97","4.13","4.21","5.15","2.31","73.2","32.6",,,"16.48","17.3",,,,,,,,"6.07E+01","6.68E+01","1.3",,"15","SLY","CALM","*","1.54","5","7.74","7.54",,,,,"3",,,,"1",,"0.254",,"0.639",,"0.162",,"1.78",,"1.12",,"0.254",,"4.25","3.5","18.32",,,,,"5.01",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63267","-73.80567","Permanent"
"J12",,"2006-08-29T00:00:00.000","1:59 PM","W","23.22","23.27","39","4","37","26.25","27.06","3.96","4.07","3.65","2.84","49.8","39",,,"17.25","17.85",,,,,,,,"5.15E+01","5.63E+01","0","NW","10","S","1","3.52","3.46","5.5","7.49","7.42",,,,,"219",,,,"18",,"0.271",,"0.906",,"0.205",,"1.78",,"1.54",,"0.281",,"1.5","0.75","5.82",,,,,"3.79",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63317","-73.80617","Permanent"
"J12",,"2006-08-09T00:00:00.000","2:15 PM","D","26.68","25.66","37","5","35","25.8","26.4","4.17","4.18","3.4","1.88","49.2","26.8",,,"15.9","16.66",,,,,,,,"1.00E+01","1.40E+01","0.6","NE","8","S","1","3.93","2.39","4.5","7.6","7.53",,,,,"12",,,,"1",,"0.09",,"0.622",,"0.2",,"1.99",,"1.05",,"0.34",,"1.5","1.25","28.73",,,,,"4.53",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63317","-73.80567","Permanent"
"J12",,"2006-09-12T00:00:00.000","1:28 PM","D","21.52","20.79","39","5","37","26.14","26.57","3.81","3.81","6.54","4.98","86.5","65.1",,,"17.63","18.14",,,,,,,,"7.60E+01","8.67E+01","0","S","2","E","1","6.35","5.73","5","7.62","7.61",,,,,"3",,,,"1",,"0.421",,"1.04",,"0.177",,"2.43",,"2.02",,"0.255",,"16.5","5","16.04",,,,,"3.23",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63283","-73.80567","Permanent"
"J12",,"2006-09-19T00:00:00.000","1:37 PM","D","22.24","20.54","35","6","34","25.65","26.39","3.8","3.76","9.26","3.2","123.7","41.7",,,"17.07","18.07",,,,,,,,"1.39E+02","1.45E+02","1.2","NE","14","SW","1","9.16","3.82","3","7.95","7.5",,,,,"11",,,,"1",,"0.482",,"0.974",,"0.154",,"1.44",,"1.66",,"0.272",,"14.75","12.75","40.6",,,,,"4.97",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63333","-73.80517","Permanent"
"J12",,"2006-09-26T00:00:00.000","2:00 PM","D","20.64","20.35","41","4","35","24.93","26.12","3.58","3.71","8.47","4.67","109.5","60.4",,,"16.94","17.92",,,,,,,,"2.39E+01","4.42E+01","0.7","E","13","W","1","7.74","5.59","4","7.67","7.52",,,,,"3",,,,"1",,"0.592",,"1.28",,"0.22",,"2.19",,"1.92",,"0.319",,"5.5","11.7","25.5408",,,,,"4.11",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.63317","-73.80567","Permanent"
"J12",,"2006-09-06T00:00:00.000","2:08 PM","W","21.58","20.87","38","4","33","25.28","26.46","3.7","3.8","7.56","3.28","99.6","42.9",,,"16.96","18.04",,,,,,,,"1.09E+01","1.92E+01","1.1","E","9","W","1","5.95","5.34","5","7.44","7.45",,,,,"120",,,,"10",,"0.38",,"1.19",,"0.207",,"5.73",,"1.97",,"0.285",,"0.75","1.25","12.16",,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.6335","-73.805","Permanent"
"J2",,"2007-01-23T00:00:00.000","12:37 PM","D","4.24","4.91","44","4","37","27.65","28.49","2.65","2.77","12.63","13.15","116.5","124.1",,,"21.92","22.53",,,,,,,,,,"1","S","13","NW","1","10.1","11.56","5","7.96","7.95",,,,,"10",,,,"1",,"0.446",,"0.307",,"0.063",,"0.846",,"0.626",,"0.102",,"13.8","12.2","13.7",,,,,"QD",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.609","-73.88532","Permanent"
"J2",,"2006-10-24T00:00:00.000","12:36 PM","D","13.98","14.03","36","4","34","27.31","27.48","3.35","3.38","7.6","7.29","87.3","83.9",,,"20.26","20.38",,,,,,,,"2.32E+01","3.28E+01","1","S","16","NW","1","8.04","7.8","6.5","7.78","7.8",,,,,"20",,,,"2",,"0.411",,"0.396",,,,"1.41",,"1.2",,"0.134",,"4","3.25","9.32",,,,,"3.45",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60917","-73.88517","Permanent"
"J2",,"2007-06-12T00:00:00.000","12:40 PM","W","22.01","20.75","35","5","31","26.15","27.15","3.85","3.88","6.4","4.62","85.4","60.6",,,"17.5","18.6","32.95","9.2",,,"1517.1","84","0",,,"SLK","ND","13","NE","1","6.84","6.22","3","7.76","7.72",,,,,"560",,,,"20",,"0.164",,"0.309",,"0.143",,"2.1",,"0.877",,"0.238",,"9.7","12","31.8",,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60817","-73.88517","Permanent"
"J2",,"2007-06-19T00:00:00.000","12:34 PM","D","22.35","21.24","41","4","22","27.29","28.18","4.03","4.05","9.84","6.6","133.1","87.9",,,"18.27","19.25","36.38","10.98",,,"2030","118","0",,,"0.8","S","16","S","1","11.72","8.88","4","8.17","7.97",,,,,"15",,,,"1",,"0.1",,"0.04",,"0.064",,"0.952",,"0.499",,"0.194",,"11.7","9","53.5",,,,,"3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60783","-73.885","Permanent"
"J2",,"2007-06-26T00:00:00.000","12:17 PM","D","22.81","20.87","33","5","31","26.82","27.94","4","3.99","6.92","4.84","94.1","64",,,"17.8","19.16","21.74","11.21",,,"1976","139","0",,,"0.3","W","8","S","1","7.71","6.34","3.5","7.93","7.77",,,,,"8",,,,"1",,"0.264",,"0.308",,"0.159",,"2.19",,"0.816",,"0.264",,"7.7","12.7","22",,,,,"3.8",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60783","-73.885","Permanent"
"J2",,"2007-06-05T00:00:00.000","12:12 PM","W","20.76","19.06","40","5","37","25.83","27.23","3.71","3.75","6.65","4.87","86.5","61.9",,,"17.59","19.08","29.41","8.6",,,,,,,,"0.4","E","18","W","2","7.14","6","3.5","8.05","7.93",,,,,"2,000",,,,"12",,"0.121",,"0.234",,"0.102",,"1.95",,"0.92",,"0.19",,"12.2","12.5","24.6",,,,,"3.7",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.608","-73.88517","Permanent"
"J2",,"2007-07-10T00:00:00.000","12:31 PM","D","24.57","21.47","34","4","31","26.48","28.34","4.1","4.09","10.11","5.31","141.5","71.1",,,"17.05","19.31","72.37","12.25",,,"1995","97","0",,,"1","N","6","S","1","6.13","3.14","2.5","8.42","7.8",,,,,"5",,,,"1",,"0.101",,"0.021",,"0.081",,"1.97",,"0.837",,"0.308",,"5.7","6.7","141.5",,,,,"3.4",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60817","-73.8855","Permanent"
"J2",,"2007-07-25T00:00:00.000","12:41 PM","W","23.74","22.63","36","5","33","26.2","27.78","3.99","4.12","10.06","3.07","138.4","41.8",,,"17.07","18.57","46.57","5.56",,,"1931","95","0","1.74E+02","1.77E+02","0.2","N","7","S","1","10.85","4.32","3","8.03","7.54",,,,,"40",,,,"36",,"0.164",,"0.131",,"0.096",,"1.39",,"0.78",,"0.259",,"8.4","6.8","71",,,,,"4.3",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60917","-73.8855","Permanent"
"J2",,"2007-07-31T00:00:00.000","12:16 PM","D","25.64","24.67","38","4","36","27.05","27.89","4.27","4.3","4.33","3.4","62","48",,,"17.15","18.07",,,,,"1870","172","0","8.92E+01","8.87E+01","0.8","S","5","NE","1","5.43","4.58","5","7.59","7.57",,,,,"38",,,,"4",,"0.133",,"0.358",,"0.14",,"1.17",,"0.86",,"0.211",,"8.9","5.8","3.1",,,,,"3.4",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60883","-73.88533","Permanent"
"J2",,"2006-08-01T00:00:00.000","11:32 AM","D","26.01","23.84","37","4","34","26.76","27.88","4.26","4.23","6.71","3.6","96.3","50.1",,,"16.83","18.3",,,,,,,,"4.96E+01","6.00E+01","0.3","E","4","W","1","13.62","4.6","4","8.46","8.3",,,,,"8",,,,"2",,"0.122",,"0.143",,"0.1",,"1.29",,"0.6",,"0.203",,"11.25","4.75","43.92",,,,,"3.75",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60917","-73.88517","Permanent"
"J2",,"2006-08-22T00:00:00.000","12:53 PM","D","24.93","24.64","36","5","30","27.65","28.05","4.29","4.32","4.53","3.91","64.2","55.3",,,"17.82","18.2",,,,,,,,"4.99E+01","5.72E+01","0.6",,"11","SLY","CALM","3.25","3.98","4","7.77","7.77",,,,,"5",,,,"4",,"0.155",,"0.417",,"0.118",,"1.42",,"0.91",,"0.202",,"1","5.5","13.65",,,,,"3.95",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.6085","-73.8855","Permanent"
"J2",,"2006-08-29T00:00:00.000","11:51 AM","W","22.65","22.55","35","4","30","27.83","28.39","4.12","4.19","4.43","4.19","60.5","57.2",,,"18.6","19.06",,,,,,,,"1.47E+02","1.48E+02","0.6","E","13","S","1","5.2","5.04","5","7.63","7.61",,,,,"116",,,,"8",,"0.176",,"0.513",,"0.13",,"1.05",,"0.96",,"0.191",,"0.5","1.25","7.06",,,,,"3.43",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60967","-73.88633","Permanent"
"J2",,"2006-08-09T00:00:00.000","12:25 PM","D","25.51","24.97","38","5","36","27.32","27.75","4.3","4.31","6.6","4.23","94.3","60.1",,,"17.4","17.88",,,,,,,,"4.14E+01","4.83E+01","0.2","N","11","S","1","5.85","5.46","4","7.79","7.79",,,,,"3",,,,"1",,"0.067",,"0.204",,"0.102",,"1.61",,"0.43",,"0.246",,"1.75","0.75","39.9",,,,,"4.81",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.609","-73.88533","Permanent"
"J2",,"2006-09-12T00:00:00.000","11:51 AM","D",,,"42",,,,,,,,,,,,,,,,,,,,,,,,"1.5","W","10","E","1","6.85","6.52","6.5","7.68","7.71",,,,,"2",,,,"1",,"0.254",,"0.518",,"0.09",,"1.88",,"1.23",,"0.151",,"8.25","4.75","12.36",,,,,"2.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Permanent"
"J2",,"2006-09-19T00:00:00.000","12:16 PM","D","21.7","21.24","35","4","31","26.55","26.88","3.88","3.88","7.29","6.14","97","81.1",,,"17.89","18.26",,,,,,,,"5.91E+01","6.76E+01","0","NW","12","SW","1","7.36","6.39","3","7.71","7.65",,,,,"23",,,,"1",,"0.419",,"0.804",,"0.13",,"1.02",,"1.49",,"0.218",,"2.25","2.75","28.4",,,,,"3.79",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60917","-73.88533","Permanent"
"J2",,"2006-09-26T00:00:00.000","12:05 PM","D","20.2","19.64","42","4","38","27.43","28.05","3.87","3.9","7.45","6.66","96.9","86",,,"18.95","19.56",,,,,,,,"6.06E+01","6.76E+01","0.2","N","10","W","1","7.86","7.33","4","7.7","7.73",,,,,"2",,,,"1",,"0.354",,"0.464",,"0.102",,"1.72",,"1.06",,"0.168",,"10.7","9.7","27.3912",,,,,"3.24",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.609","-73.88533","Permanent"
"J2",,"2006-09-06T00:00:00.000","12:31 PM","W","20.61","20.45","36","5","34","26.52","26.95","3.79","3.83","5.37","5.08","70","66.2",,,"18.15","18.52",,,,,,,,"4.19E+01","5.51E+01","0","E","2","W","1","6.17","5.9","5.5","7.48","7.52",,,,,"188",,,,"4",,"0.329",,"1.06",,"0.158",,"1.16",,"1.78",,"0.226",,"3.5","7.75","10.6",,,,,"3.96",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.60917","-73.8855","Permanent"
"J3",,"2007-01-23T00:00:00.000","12:51 PM","D","4.1","4.3","31","5","28","27.35","27.84","2.61","2.67","12.79","13.47","117.4","124.7",,,"21.7","22.07",,,,,,,,,,"0.5","W","13","NW","1","11.72","12.24","6","8.02","8.01",,,,,"10",,,,"1",,"0.514",,"0.388",,"0.073",,"0.784",,"0.57",,"0.119",,"8.8","13.2","23.2",,,,,"QD",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62687","-73.88372","Permanent"
"J3",,"2006-10-24T00:00:00.000","12:47 PM","D","14.03","13.96","30","5","29","26.88","27.12","3.31","3.33","7.53","7.29","86.4","83.7",,,"19.91","20.12",,,,,,,,"3.41E+01","4.22E+01","0.3","W","18","NW","1","8.12","7.71","8","7.74","7.58",,,,,"20",,,,"1",,"0.483",,"0.586",,,,"1.62",,"1.45",,"0.174",,"5.5","5.25","10.54",,,,,"2.86",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62683","-73.8835","Permanent"
"J3",,"2007-06-12T00:00:00.000","12:52 PM","W","22.01","21.26","29","5","27","25.5","26.51","3.76","3.84","5.9","4.7","78.4","62",,,"17.02","17.98","39.59","13.06",,,"1350","50","0",,,"0.3","E","10","NE","1","6.62","6.49","3","7.81","7.8",,,,,"98",,,,"2",,"0.245",,"0.435",,"0.171",,"2.2",,"1.07",,"0.284",,"8.5","8.3","28.8",,,,,"3.3",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.627","-73.883","Permanent"
"J3",,"2007-06-19T00:00:00.000","12:45 PM","D","22.57","21.66","33","4","33","27.27","27.7","4.04","4.02","10.04","7.08","136.3","94.7",,,"18.2","18.77","46.54","17.74",,,"1992","152","0",,,"1.4","S","6","S","1","12.11","9.74","4","8.28","8.11",,,,,"87",,,,"1",,"0.06",,"0.032",,"0.059",,"0.945",,"0.502",,"0.21",,"8.5","18.8","61.7",,,,,"3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62667","-73.883","Permanent"
"J3",,"2007-06-26T00:00:00.000","12:30 PM","D","23.77","21.26","28","4","30","25.92","27.74","3.96","4","8.14","4.81","111.9","63.9",,,"16.85","18.91","30.7","13.21",,,"1916","151","0",,,"0.4","E","13","S","1","8.68","6.88","3","7.94","7.85",,,,,"164",,,,"1",,"0.328",,"0.544",,"0.193",,"2.32",,"0.838",,"0.314",,"8.7","10.5","30.5",,,,,"3.9",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.6265","-73.883","Permanent"
"J3",,"2007-06-05T00:00:00.000","12:25 PM","W","20.96","19.3","33","4","31","25.62","27.24","3.7","3.77","6.4","4.49","83.5","57.3",,,"17.38","19.03","24.88","13",,,,,,,,"0.7","E","19","W","2","6.52","5.59","4","8.02","7.93",,,,,"2,000",,,,"32",,"0.113",,"0.211",,"0.105",,"1.3",,"0.98",,"0.19",,"7.3","11","26.2",,,,,"3.3",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62683","-73.883","Permanent"
"J3",,"2007-07-10T00:00:00.000","12:46 PM","D","24.62","22.18","30","4","29","26.05","27.83","4.04","4.08","10.13","5.18","141.5","70.1",,,"16.7","18.73","69.06","19.26",,,"2024","80","0",,,"0.8","E","11","S","1","11.08","6.3","2.5","8.34","7.85",,,,,"6",,,,"1",,"0.196",,"0.028",,"0.102",,"1.97",,"0.973",,"0.326",,"9.3","9.7","129.4",,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62667","-73.88267","Permanent"
"J3",,"2007-07-25T00:00:00.000","12:50 PM","W","24.85","22.84","28","4","25","24.97","27.51","3.91","4.1","7.52","2.88","104.9","39.4",,,"15.83","18.31","29.61","7.52",,,"1889","96","0","1.74E+02","1.77E+02","0.3","N","6","S","1","8.46","5.12","3","7.82","7.66",,,,,"156",,,,"1",,"0.296",,"0.66",,"0.186",,"1.72",,"0.992",,"0.325",,"7.9","6.8","53",,,,,"4.2",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62667","-73.88317","Permanent"
"J3",,"2007-07-31T00:00:00.000","12:26 PM","D","26.11","25.06","31","4","31","26.02","27.36","4.16","4.26","3.93","3.02","56.3","42.8",,,"16.24","17.56",,,,,"1843","166","0","5.31E+01","5.71E+01","1.1","NW","6","NE","1","5.14","4.05","5.5","7.57","7.51",,,,,"76",,,,"1",,"0.202",,"0.656",,"0.192",,"1.48",,"1.07",,"0.26",,"8.9","12.4","3.6",,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62667","-73.88283","Permanent"
"J3",,"2006-08-01T00:00:00.000","1:03 PM","D","26.69","24.11","32","4","32","26.53","27.72","4.28","4.23","8.34","2.94","121.1","41.1",,,"16.45","18.11",,,,,,,,"2.69E+01","3.78E+01","1.2","E","3","SW","1","6.83","4.35","4","8.42","8.25",,,,,"12",,,,"2",,"0.121",,"0.156",,"0.113",,"1.23",,"0.66",,"0.217",,"4.5","3.25","42.1",,,,,"3.54",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62683","-73.88317","Permanent"
"J3",,"2006-08-22T00:00:00.000","1:36 PM","D","25.23","24.75","28","5","29","27.17","27.67","4.25","4.28","4.13","3.04","58.7","43",,,"17.37","17.9",,,,,,,,"4.25E+01","5.04E+01","0.5",,"10","SLY","CALM","3.42","2.38","6","7.71","7.67",,,,,"52",,,,"1",,"0.192",,"0.591",,"0.148",,"1.61",,"1.09",,"0.238",,"3.5","0.75","19.04",,,,,"4.04",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62683","-73.88367","Permanent"
"J3",,"2006-08-29T00:00:00.000","1:18 PM","W","22.63","22.65","35","5","33","27.2","28.22","4.04","4.18","4.68","3.55","63.6","48.5",,,"18.14","18.9",,,,,,,,"6.52E+01","6.68E+01","0.1","NE","7","SE","1","4.82","7.42","6","7.51","7.52",,,,,"310",,,,"16",,"0.211",,"0.709",,"0.159",,"1.49",,"1.18",,"0.23",,"6.5","4.25","11.2",,,,,"4.08",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.627","-73.88333","Permanent"
"J3",,"2006-08-09T00:00:00.000","12:36 PM","D","25.69","25.24","28","6","28","27.06","27.27","4.27","4.27","6.15","3.83","88.1","54.5",,,"17.15","17.44",,,,,,,,"3.57E+01","3.91E+01","0.5","W","12","SSW","1","6.57","5.06","5","7.85","7.78",,,,,"5",,,,"1",,"0.091",,"0.297",,"0.132",,"2.04",,"0.45",,"0.29",,"1","6.75","52.15",,,,,"4.34",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62667","-73.88333","Permanent"
"J3",,"2006-09-12T00:00:00.000","12:01 PM","D",,,"33",,,,,,,,,,,,,,,,,,,,,,,,"0","W","7","E","1","6.53","6.61","5.5","7.75","7.75",,,,,"2",,,,"2",,"0.267",,"0.555",,"0.094",,"2.43",,"1.33",,"0.162",,"7.75","3.5","13.39",,,,,"2.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Permanent"
"J3",,"2006-09-19T00:00:00.000","12:52 PM","D","22.16","21.48","28","4","26","25.81","26.45","3.82","3.85","9.11","5.86","121.7","77.6",,,"17.21","17.87",,,,,,,,"6.93E+01","7.70E+01","0.5","NW","14","SW","1","8.59","6.7","3","7.83","7.68",,,,,"42",,,,"1",,"0.463",,"1.14",,"0.163",,"1.54",,"1.61",,"0.273",,"7.25","8.5","49.44",,,,,"5.8",,,,,,,,,,,,,,,,,,,,,,,,,,,"40.62683","-73.883","Permanent"
